Co_Ref,Contact_ID,Call_Date,Direction,cc_business_struggles_financial_hardship,cc_dissatisfaction_support,cc_contractor_sentiment,cc_contractor_sentiment_issues_score,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_complained,Analysed_Call
YD8380,591142000000.0,2025-09-25,IN_BOUND,No,No,Satisfied,80,No,No,No,1
WP7697,688704000000.0,2025-11-28,IN_BOUND,Yes,No,Satisfied,90,No,No,No,1
QH9143,593697000000.0,2025-01-08,IN_BOUND,No,No,Satisfied,90,No,No,No,1
FB4671,678203000000.0,2025-07-14,IN_BOUND,No,No,Satisfied,80,No,No,No,1
SM9058,590558000000.0,2024-11-15,IN_BOUND,Yes,No,Satisfied,80,No,No,No,1
DR2167,623304000000.0,2025-04-03,IN_BOUND,No,No,Satisfied,90,No,No,No,1
RP5606,591633000000.0,2024-12-03,IN_BOUND,No,No,Satisfied,90,No,No,No,1
OE5776,596042000000.0,2025-02-14,IN_BOUND,No,No,Satisfied,80,No,No,No,1
DG4360,591370000000.0,2024-11-29,IN_BOUND,No,No,Satisfied,80,No,No,No,1
DG4360,687861000000.0,2025-11-17,IN_BOUND,No,No,Satisfied,80,No,No,No,1
EU3292,681068000000.0,2025-08-22,IN_BOUND,No,No,Satisfied,90,No,No,No,1
LN4762,625380000000.0,2025-05-06,IN_BOUND,No,No,Satisfied,80,No,No,No,1
ZO3368,625080000000.0,2025-05-01,IN_BOUND,No,No,Satisfied,80,No,No,No,1
TL3050,684084000000.0,2025-10-02,IN_BOUND,No,No,Satisfied,80,No,No,No,1
CQ7585,565596000000.0,2024-10-30,IN_BOUND,No,No,Satisfied,100,No,No,No,1
FP5071,590250000000.0,2024-11-12,IN_BOUND,No,No,Satisfied,70,No,No,No,1
VR3224,688704000000.0,2025-11-28,IN_BOUND,No,No,Satisfied,80,No,No,No,1
QO7594,688705000000.0,2025-11-28,IN_BOUND,Yes,No,Satisfied,80,Yes,No,No,1
NP1331,596626000000.0,2025-02-21,OUT_BOUND,No,No,Satisfied,80,No,No,No,1
JS7227,686277000000.0,2025-10-29,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
DJ8604,623175000000.0,2025-04-02,IN_BOUND,No,No,Satisfied,85,No,No,No,1
GQ6996,591917000000.0,2024-12-09,OUT_BOUND,Yes,No,Satisfied,80,No,No,No,1
OE1529,685920000000.0,2025-10-27,IN_BOUND,Yes,No,Satisfied,90,No,No,No,1
XA5019,625975000000.0,2025-05-15,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
CL8103,623025000000.0,2025-03-31,IN_BOUND,No,No,Satisfied,80,No,No,No,1
FG5035,688424000000.0,2025-11-25,IN_BOUND,No,No,Satisfied,90,No,No,No,1
KH1918,622558000000.0,2025-03-24,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
JN7746,590439000000.0,2024-11-14,IN_BOUND,No,No,Satisfied,90,No,No,No,1
EO5837,622410000000.0,2025-03-21,IN_BOUND,Yes,No,Satisfied,80,No,No,No,1
FM4591,621541000000.0,2025-03-07,OUT_BOUND,No,No,Neutral,60,No,No,No,1
HS5443,622104000000.0,2025-03-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LE7481,594990000000.0,2025-01-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AU9881,565597000000.0,2024-10-31,IN_BOUND,No,No,Neutral,80,No,No,No,1
IS4268,591235000000.0,2024-11-27,OUT_BOUND,Yes,No,Neutral,Not Discussed,No,No,No,1
VK5832,590249000000.0,2024-11-11,IN_BOUND,No,No,Neutral,70,No,No,No,1
LM4237,590737000000.0,2024-11-19,IN_BOUND,No,No,Neutral,75,No,No,No,1
OZ4335,679014000000.0,2025-07-24,OUT_BOUND,No,No,Neutral,80,No,No,No,1
YL9034,591917000000.0,2024-12-09,IN_BOUND,No,No,Neutral,80,No,No,No,1
MM3867,589929000000.0,2024-11-06,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
GY7039,682829000000.0,2025-09-16,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
JE7238,686971000000.0,2025-11-07,IN_BOUND,No,No,Satisfied,90,No,No,No,1
EU0680,565596000000.0,2024-10-30,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
BO6377,591086000000.0,2024-11-22,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
NJ1103,688586000000.0,2025-11-27,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
MB1259,684085000000.0,2025-10-02,IN_BOUND,No,No,Satisfied,90,No,No,No,1
SX4362,676349000000.0,2025-06-18,IN_BOUND,No,No,Satisfied,90,No,No,No,1
RU9438,680144000000.0,2025-08-08,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
UL1412,679323000000.0,2025-07-29,IN_BOUND,No,No,Satisfied,90,No,No,No,1
CF7800,687862000000.0,2025-11-18,OUT_BOUND,No,No,Satisfied,80,No,No,No,1
TF9964,651407000000.0,2025-06-05,IN_BOUND,No,No,Satisfied,90,No,No,No,1
KQ4111,539895000000.0,2024-10-03,IN_BOUND,No,No,Satisfied,90,Yes,No,No,1
RT6391,687353000000.0,2025-11-12,IN_BOUND,No,No,Satisfied,90,No,No,No,1
IS9182,685446000000.0,2025-10-20,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IS9182,687862000000.0,2025-11-18,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
XO1427,688015000000.0,2025-11-20,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
OI9329,691674000000.0,2026-01-07,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
SE8726,686277000000.0,2025-10-29,IN_BOUND,No,No,Satisfied,90,No,No,No,1
FF5109,691673000000.0,2026-01-06,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
ST5343,565229000000.0,2024-10-25,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
NG2777,597237000000.0,2025-03-03,IN_BOUND,No,No,Satisfied,90,No,No,No,1
HE7047,686662000000.0,2025-11-03,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
AP3500,589778000000.0,2024-11-01,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
RB4507,593391000000.0,2025-01-02,IN_BOUND,No,No,Satisfied,90,No,No,No,1
BT2639,680753000000.0,2025-08-18,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
IP7863,565597000000.0,2024-10-31,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
JR2183,688424000000.0,2025-11-25,OUT_BOUND,No,No,Satisfied,85,No,No,No,1
PK6817,623305000000.0,2025-04-04,IN_BOUND,No,No,Satisfied,80,No,No,No,1
RA9608,687353000000.0,2025-11-12,OUT_BOUND,No,No,Neutral,80,No,No,No,1
MN0851,687352000000.0,2025-11-11,OUT_BOUND,No,No,Neutral,70,Yes,No,No,1
LQ2473,690437000000.0,2025-12-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LS4387,684557000000.0,2025-10-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VZ4109,592601000000.0,2024-12-18,IN_BOUND,No,No,Neutral,70,No,No,No,1
ZZ8134,686119000000.0,2025-10-28,OUT_BOUND,No,No,Neutral,80,Yes,No,No,1
HE7016,565597000000.0,2024-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IB8898,686120000000.0,2025-10-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DW7763,624537000000.0,2025-04-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OA3900,595604000000.0,2025-02-06,OUT_BOUND,No,No,Not Discussed,Not Discussed,No,No,No,1
UZ5087,686481000000.0,2025-10-31,OUT_BOUND,No,No,Not Discussed,Not Discussed,No,No,No,1
KO2020,625079000000.0,2025-04-30,OUT_BOUND,No,No,Not Discussed,Not Discussed,No,No,No,1
PH1408,677411000000.0,2025-07-04,OUT_BOUND,No,No,Not Discussed,Not Discussed,No,No,No,1
VW0605,193617000000.0,2025-09-25,OUT_BOUND,No,No,Not Discussed,Not Discussed,No,No,No,1
AO5949,625079000000.0,2025-05-01,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FQ4326,590248000000.0,2024-11-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UX3045,685124000000.0,2025-10-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PU2063,592293000000.0,2024-12-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IE6728,595302000000.0,2025-02-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BC3197,677897000000.0,2025-07-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZZ1710,676943000000.0,2025-06-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SR2733,688586000000.0,2025-11-27,IN_BOUND,No,No,Neutral,80,No,No,No,1
ID6487,685125000000.0,2025-10-15,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IE4922,685631000000.0,2025-10-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SJ4229,688585000000.0,2025-11-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VQ6273,592448000000.0,2024-12-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LG3421,689008000000.0,2025-12-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GX4352,625513000000.0,2025-05-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PS3536,690298000000.0,2025-12-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AA3881,591087000000.0,2024-11-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EM1023,678203000000.0,2025-07-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SV4632,689355000000.0,2025-12-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GB7442,680316000000.0,2025-08-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YJ7525,681421000000.0,2025-08-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NW3748,591917000000.0,2024-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LU5372,684557000000.0,2025-10-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NA9604,594833000000.0,2025-01-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OQ1841,623175000000.0,2025-04-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FN8647,677090000000.0,2025-06-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LJ3440,685774000000.0,2025-10-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MP4539,680462000000.0,2025-08-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GR1422,684417000000.0,2025-10-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KT7442,595302000000.0,2025-02-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JY4307,593696000000.0,2025-01-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RU9438,680144000000.0,2025-08-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RP6717,594834000000.0,2025-01-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ME8768,686836000000.0,2025-11-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IM4058,681422000000.0,2025-08-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BR6865,691673000000.0,2026-01-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DA7252,676943000000.0,2025-06-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZY7505,594833000000.0,2025-01-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FB3898,685920000000.0,2025-10-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RC7542,592748000000.0,2024-12-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MK3366,651878000000.0,2025-06-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IL4784,590914000000.0,2024-11-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CJ5531,689717000000.0,2025-12-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LE1566,686278000000.0,2025-10-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HK4773,651142000000.0,2025-06-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OD5425,593390000000.0,2025-01-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LA1414,681067000000.0,2025-08-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EM1023,686277000000.0,2025-10-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KG2672,687352000000.0,2025-11-11,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LR2405,682829000000.0,2025-09-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
XS4728,686481000000.0,2025-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JH4360,623174000000.0,2025-04-01,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SO1321,686481000000.0,2025-10-31,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DE3222,687862000000.0,2025-11-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CG3620,684558000000.0,2025-10-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SN3318,625380000000.0,2025-05-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DO5390,682013000000.0,2025-09-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GX9594,691674000000.0,2026-01-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IE1469,596925000000.0,2025-02-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AX0523,687159000000.0,2025-11-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RI2627,596779000000.0,2025-02-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DZ3657,681068000000.0,2025-08-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DI9212,690633000000.0,2025-12-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HR3499,677795000000.0,2025-07-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WX5986,689354000000.0,2025-12-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
WD9700,681068000000.0,2025-08-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YX2134,591756000000.0,2024-12-06,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YO5426,688586000000.0,2025-11-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JT2656,650977000000.0,2025-05-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QO3330,681916000000.0,2025-09-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QP4456,591755000000.0,2024-12-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PZ5360,596041000000.0,2025-02-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DE7159,684787000000.0,2025-10-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
RY8971,591234000000.0,2024-11-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QG7653,590438000000.0,2024-11-13,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OG1238,623174000000.0,2025-04-01,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MO2350,594991000000.0,2025-01-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NG4536,591370000000.0,2024-11-28,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VW5720,686278000000.0,2025-10-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HW7035,690633000000.0,2025-12-23,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KO6940,193616000000.0,2025-09-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
OP7577,685919000000.0,2025-10-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KJ5766,590065000000.0,2024-11-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
PF3778,687553000000.0,2025-11-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YZ9946,596486000000.0,2025-02-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EM5727,687861000000.0,2025-11-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GB2726,686663000000.0,2025-11-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IR1360,595126000000.0,2025-01-30,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
VS3807,676469000000.0,2025-06-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TR4774,684085000000.0,2025-10-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YR8701,591917000000.0,2024-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AO3798,623305000000.0,2025-04-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JU4739,593391000000.0,2025-01-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GC5162,595926000000.0,2025-02-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DT6437,565090000000.0,2024-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
XL4164,688423000000.0,2025-11-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZC6436,623476000000.0,2025-04-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MA5555,592600000000.0,2024-12-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
IF6288,622557000000.0,2025-03-24,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZP3512,676349000000.0,2025-06-18,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SI0111,684787000000.0,2025-10-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ZD9794,686663000000.0,2025-11-04,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
KI8139,651142000000.0,2025-06-02,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LX4300,625851000000.0,2025-05-12,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LR0042,691479000000.0,2026-01-05,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JH3513,595126000000.0,2025-01-29,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
FH6144,565090000000.0,2024-10-22,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
JL5064,651251000000.0,2025-06-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
YC5883,594425000000.0,2025-01-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
ID9136,622845000000.0,2025-03-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
BZ0369,690297000000.0,2025-12-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
LB2834,623633000000.0,2025-04-08,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NQ2429,595746000000.0,2025-02-10,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TX8576,596190000000.0,2025-02-14,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MN1017,685124000000.0,2025-10-15,OUT_BOUND,No,No,Neutral,80,No,No,No,1
PR0830,650830000000.0,2025-05-28,OUT_BOUND,No,No,Neutral,80,No,No,No,1
PE8625,687353000000.0,2025-11-12,OUT_BOUND,No,No,Neutral,80,No,No,No,1
ZS0314,595603000000.0,2025-02-05,OUT_BOUND,No,No,Neutral,80,No,No,No,1
YV7969,622283000000.0,2025-03-20,IN_BOUND,No,No,Neutral,80,No,No,No,1
NR3452,591633000000.0,2024-12-03,OUT_BOUND,No,No,Neutral,80,No,No,No,1
LW0535,590558000000.0,2024-11-14,OUT_BOUND,No,No,Neutral,80,No,No,No,1
QL5697,590065000000.0,2024-11-07,OUT_BOUND,No,No,Neutral,80,No,No,No,1
MP3928,595466000000.0,2025-02-04,IN_BOUND,No,No,Neutral,80,No,No,No,1
HG2416,688585000000.0,2025-11-25,OUT_BOUND,No,No,Neutral,80,No,No,No,1
BL8985,691673000000.0,2026-01-06,OUT_BOUND,No,No,Neutral,80,No,No,No,1
ZZ4807,597237000000.0,2025-03-03,OUT_BOUND,No,No,Neutral,80,No,No,No,1
HD4144,678204000000.0,2025-07-15,OUT_BOUND,No,No,Neutral,80,No,No,No,1
CP3085,685773000000.0,2025-10-23,OUT_BOUND,No,No,Neutral,80,No,No,No,1
XI0522,688586000000.0,2025-11-27,IN_BOUND,No,No,Neutral,80,No,No,No,1
SN5638,592747000000.0,2024-12-19,OUT_BOUND,No,No,Neutral,80,No,No,No,1
FU5092,689199000000.0,2025-12-04,IN_BOUND,No,No,Neutral,80,No,No,No,1
TC9013,684085000000.0,2025-10-03,OUT_BOUND,No,No,Neutral,80,No,No,No,1
HT9045,594425000000.0,2025-01-20,OUT_BOUND,No,No,Neutral,80,No,No,No,1
KT2688,690130000000.0,2025-12-15,OUT_BOUND,No,No,Neutral,80,No,No,No,1
JS0228,676943000000.0,2025-06-26,OUT_BOUND,No,No,Neutral,80,No,No,No,1
EV4139,678859000000.0,2025-07-23,OUT_BOUND,No,No,Neutral,80,No,No,No,1
QZ8375,652049000000.0,2025-06-13,IN_BOUND,No,No,Neutral,80,No,No,No,1
TQ9439,650977000000.0,2025-05-30,OUT_BOUND,No,No,Neutral,80,No,No,No,1
CR1269,652049000000.0,2025-06-13,OUT_BOUND,No,No,Neutral,80,No,No,No,1
QL9743,686837000000.0,2025-11-05,OUT_BOUND,No,No,Neutral,80,No,No,No,1
WF0084,688889000000.0,2025-12-01,OUT_BOUND,No,No,Neutral,80,No,No,No,1
EO4829,596778000000.0,2025-02-25,OUT_BOUND,No,No,Neutral,80,No,No,No,1
NL7871,625512000000.0,2025-05-07,OUT_BOUND,No,No,Neutral,80,No,No,No,1
IP7878,591634000000.0,2024-12-03,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QQ4330,685919000000.0,2025-10-24,OUT_BOUND,No,No,Neutral,70,No,No,No,1
LY7479,590065000000.0,2024-11-07,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
EG6478,688586000000.0,2025-11-26,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
GF5599,591917000000.0,2024-12-09,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
DZ3657,679015000000.0,2025-07-25,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
TS4171,590914000000.0,2024-11-20,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
UP2502,678401000000.0,2025-07-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
HO1933,596191000000.0,2025-02-17,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
QG7027,593696000000.0,2025-01-07,IN_BOUND,No,No,Neutral,60,No,No,No,1
OP4173,626068000000.0,2025-05-16,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
AW9294,688889000000.0,2025-12-01,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
CQ7617,626245000000.0,2025-05-19,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
NC5345,688242000000.0,2025-11-21,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
MK3366,676944000000.0,2025-06-27,OUT_BOUND,No,No,Neutral,Not Discussed,No,No,No,1
SU7659,689200000000.0,2025-12-05,OUT_BOUND,No,No,Satisfied,80,No,No,No,1
WH2671,686970000000.0,2025-11-07,OUT_BOUND,No,No,Satisfied,80,No,No,No,1
AN2766,650976000000.0,2025-05-29,IN_BOUND,No,No,Satisfied,80,No,No,No,1
LK0639,685631000000.0,2025-10-21,IN_BOUND,No,No,Satisfied,80,No,No,No,1
ON5828,595126000000.0,2025-01-30,IN_BOUND,No,No,Satisfied,80,No,No,No,1
DG9875,596925000000.0,2025-02-27,OUT_BOUND,No,No,Satisfied,80,No,No,No,1
TX7647,590558000000.0,2024-11-15,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
XR5590,684557000000.0,2025-10-08,OUT_BOUND,No,No,Satisfied,80,No,No,No,1
IR7759,686971000000.0,2025-11-07,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
FW8351,651406000000.0,2025-06-05,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
BM6436,594425000000.0,2025-01-20,IN_BOUND,No,No,Satisfied,85,No,No,No,1
ZX5144,688889000000.0,2025-12-01,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ZX0189,625852000000.0,2025-05-13,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IT9229,591635000000.0,2024-12-04,IN_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
HK6181,681422000000.0,2025-08-27,IN_BOUND,No,No,Satisfied,90,No,No,No,1
IL0853,624671000000.0,2025-04-25,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IT7852,686278000000.0,2025-10-30,IN_BOUND,No,No,Satisfied,80,No,No,No,1
MH9010,679323000000.0,2025-07-29,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
QW6845,594833000000.0,2025-01-27,IN_BOUND,No,No,Satisfied,90,No,No,No,1
XB6908,689923000000.0,2025-12-12,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
FW0890,687352000000.0,2025-11-11,IN_BOUND,No,No,Satisfied,90,No,No,No,1
PX3602,651142000000.0,2025-06-02,IN_BOUND,No,No,Satisfied,90,No,No,No,1
MG2021,622409000000.0,2025-03-21,IN_BOUND,No,No,Satisfied,90,No,No,No,1
AZ2952,690130000000.0,2025-12-15,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
DS5509,690297000000.0,2025-12-17,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
UQ6603,681067000000.0,2025-08-21,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
IH3151,686971000000.0,2025-11-07,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
GL2553,597369000000.0,2025-03-06,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
TQ6093,622846000000.0,2025-03-28,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
JL0334,681422000000.0,2025-08-28,IN_BOUND,No,No,Satisfied,90,No,No,No,1
CQ4230,689717000000.0,2025-12-10,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
ET0000,685125000000.0,2025-10-16,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
JH3836,689552000000.0,2025-12-08,IN_BOUND,No,No,Satisfied,90,No,No,No,1
WF5240,595126000000.0,2025-01-30,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
MP1687,684558000000.0,2025-10-09,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
ZG8351,596041000000.0,2025-02-13,OUT_BOUND,No,No,Satisfied,90,No,No,No,1
FW3120,688705000000.0,2025-11-28,OUT_BOUND,No,No,Satisfied,Not Discussed,No,No,No,1
