Co_Ref,crm_customer_payment_intention,crm_contractor_suggested_leave,crm_customer_complained,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_agent_chase_count,crm_financial_hardship_mentioned,crm_delays_in_accreditation,crm_membership_overdue
LY4477,No,No,No,No,No,2,No,No,No
NT6369,No,No,No,No,No,2,No,No,No
AC4484,No,No,No,No,No,2,No,No,No
DD4883,No,No,No,No,No,2,No,No,No
HU1101,No,No,No,No,No,2,No,No,No
WW3434,No,No,No,No,No,2,No,No,No
CP3125,No,No,No,No,No,2,No,No,No
WT6547,No,No,No,No,No,2,No,No,No
SP8507,No,No,No,No,No,2,No,No,No
VL4418,No,No,No,No,No,2,No,No,No
UL0466,No,No,No,No,No,2,No,No,No
RE1510,No,No,No,No,No,2,No,No,No
AT6759,No,No,No,No,No,2,No,No,No
JL2079,No,No,No,No,No,2,No,No,No
OH0248,No,No,No,No,No,2,No,No,No
TL5613,No,No,No,No,No,2,No,No,No
MB3375,No,No,No,No,No,2,No,No,No
BI2974,No,No,No,No,No,2,No,No,No
NJ8078,No,No,No,No,No,2,No,No,No
EZ3853,No,No,No,No,No,2,No,No,No
HG5284,No,No,No,No,No,2,No,No,No
HL7043,No,No,No,No,No,2,No,No,No
IP3800,No,No,No,No,No,2,No,No,No
LI3430,No,No,No,No,No,2,No,No,No
MH9714,No,No,No,No,No,2,No,No,No
RE9209,No,No,No,No,No,2,No,No,No
TV8195,No,No,No,No,No,2,No,No,No
TZ3506,No,No,No,No,No,2,No,No,No
AJ9530,No,No,No,No,No,2,No,No,No
BL7911,No,No,No,No,No,2,No,No,No
EA6456,No,No,No,No,No,2,No,No,No
IH4797,No,No,No,No,No,2,No,No,No
JF0106,No,No,No,No,No,2,No,No,No
LR9335,No,No,No,No,No,2,No,No,No
WY9728,No,No,No,No,No,2,No,No,No
ZG5360,No,No,No,No,No,2,No,No,No
CP1427,No,No,No,No,No,2,No,No,No
DH0827,No,No,No,No,No,2,No,No,No
SV5065,No,No,No,No,No,2,No,No,No
TB3288,No,No,No,No,No,2,No,No,No
YS9086,No,No,No,No,No,2,No,No,No
DS2760,No,No,No,No,No,2,No,No,No
GT3286,No,No,No,No,No,2,No,No,No
OK5351,No,No,No,No,No,2,No,No,No
WA5126,No,No,No,No,No,2,No,No,No
WK7320,No,No,No,No,No,2,No,No,No
CU8992,No,No,No,No,No,2,No,No,No
DW4585,No,No,No,No,No,2,No,No,No
HE6218,No,No,No,No,No,2,No,No,No
IM0579,No,No,No,No,No,2,No,No,No
QO3105,No,No,No,No,No,2,No,No,No
SY3237,No,No,No,No,No,2,No,No,No
CA4396,No,No,No,No,No,2,No,No,No
OR2517,No,No,No,No,No,2,No,No,No
PG5154,No,No,No,No,No,2,No,No,No
VJ4714,No,No,No,No,No,2,No,No,No
EW4632,No,No,No,No,No,2,No,No,No
IN2051,No,No,No,No,No,2,No,No,No
LM3782,No,No,No,No,No,2,No,No,No
SW8748,No,No,No,No,No,2,No,No,No
VN5408,No,No,No,No,No,2,No,No,No
XJ2965,No,No,No,No,No,2,No,No,No
DU5140,No,No,No,No,No,2,No,No,No
HT0319,No,No,No,No,No,2,No,No,No
IF8958,No,No,No,No,No,2,No,No,No
KG9610,No,No,No,No,No,2,No,No,No
QX8644,No,No,No,No,No,2,No,No,No
RR0938,No,No,No,No,No,2,No,No,No
HX6682,No,No,No,No,No,2,No,No,No
BB9847,No,No,No,No,No,2,No,No,No
RL7967,No,No,No,No,No,2,No,No,No
XJ4756,No,No,No,No,No,2,No,No,No
HJ4277,No,No,No,No,No,2,No,No,No
MP4911,No,No,No,No,No,2,No,No,No
LC7006,No,No,No,No,No,2,No,No,No
PH4375,No,No,No,No,No,2,No,No,No
YE9679,No,No,No,No,No,2,No,No,No
GZ5239,No,No,No,No,No,2,No,No,No
MH0957,No,No,No,No,No,2,No,No,No
AG8127,No,No,No,No,No,2,No,No,No
GY3945,No,No,No,No,No,2,No,No,No
LP4796,No,No,No,No,No,2,No,No,No
TF2282,No,No,No,No,No,2,No,No,No
JF6444,No,No,No,No,No,2,No,No,No
JL1428,No,No,No,No,No,2,No,No,No
ZD9165,No,No,No,No,No,2,No,No,No
OQ1841,No,No,No,No,No,1,No,No,No
BM5078,No,No,No,No,No,1,No,No,No
KF9172,No,No,No,No,No,1,No,No,No
LH5743,No,No,No,No,No,1,No,No,No
BC3240,No,No,No,No,No,1,No,No,No
HW6369,No,No,No,No,No,1,No,No,No
GA5356,No,No,No,No,No,1,No,No,No
IT2584,No,No,No,No,No,1,No,No,No
DM6125,No,No,No,No,No,1,No,No,No
JQ4861,No,No,No,No,No,1,No,No,No
KI0230,No,No,No,No,No,1,No,No,No
KE7987,No,No,No,No,No,1,No,No,No
WX8057,No,No,No,No,No,1,No,No,No
XC4388,No,No,No,No,No,1,No,No,No
RU0923,No,No,No,No,No,1,No,No,No
CS6800,No,No,No,No,No,1,No,No,No
LA6666,No,No,No,No,No,1,No,No,No
LS0544,No,No,No,No,No,1,No,No,No
MP5961,No,No,No,No,No,1,No,No,No
MS4520,No,No,No,No,No,1,No,No,No
AX2824,No,No,No,No,No,1,No,No,No
JE8780,No,No,No,No,No,1,No,No,No
JX1658,No,No,No,No,No,1,No,No,No
PO0939,No,No,No,No,No,1,No,No,No
UU6180,No,No,No,No,No,1,No,No,No
FU7092,No,No,No,No,No,1,No,No,No
YC4098,No,No,No,No,No,1,No,No,No
EK9686,No,No,No,No,No,1,No,No,No
KH1360,No,No,No,No,No,1,No,No,No
VY5392,No,No,No,No,No,1,No,No,No
EO8111,No,No,No,No,No,1,No,No,No
XM9138,No,No,No,No,No,1,No,No,No
ZA7105,No,No,No,No,No,1,No,No,No
BZ6588,No,No,No,No,No,1,No,No,No
ND9202,No,No,No,No,No,1,No,No,No
QR4897,No,No,No,No,No,1,No,No,No
AN9287,No,No,No,No,No,1,No,No,No
AQ7383,No,No,No,No,No,1,No,No,No
BO3347,No,No,No,No,No,1,No,No,No
JJ4218,No,No,No,No,No,1,No,No,No
QD8504,No,No,No,No,No,1,No,No,No
QE4240,No,No,No,No,No,1,No,No,No
UA3375,No,No,No,No,No,1,No,No,No
BO6283,No,No,No,No,No,1,No,No,No
IJ7396,No,No,No,No,No,1,No,No,No
MW0105,No,No,No,No,No,1,No,No,No
OG1238,No,No,No,No,No,1,No,No,No
ZB0360,No,No,No,No,No,1,No,No,No
TY5062,No,No,No,No,No,1,No,No,No
XL0439,No,No,No,No,No,1,No,No,No
NI2351,No,No,No,No,No,1,No,No,No
WG0350,No,No,No,No,No,1,No,No,No
JS6275,No,No,No,No,No,1,No,No,No
VY1945,No,No,No,No,No,1,No,No,No
DA1398,No,No,No,No,No,1,No,No,No
IG8107,No,No,No,No,No,1,No,No,No
QV8336,No,No,No,No,No,1,No,No,No
TD4003,No,No,No,No,No,1,No,No,No
UN0469,No,Yes,No,No,No,1,No,No,No
YS2624,No,No,No,No,No,1,No,No,No
PQ7044,No,No,No,No,No,1,No,No,No
QO3650,No,Yes,No,No,No,1,No,No,No
JV4871,No,No,No,No,No,1,No,No,No
HQ3089,No,No,No,No,No,1,No,No,No
GQ0667,No,No,No,No,No,1,No,No,No
HX6701,No,No,No,No,No,1,No,No,No
FC8137,No,No,No,No,No,1,No,No,No
JG5438,No,No,No,No,No,1,No,No,No
KR4042,No,No,No,No,No,1,No,No,No
QC1889,No,No,No,No,No,1,No,No,No
RT8191,No,No,No,No,No,1,No,No,No
CY2484,No,No,No,No,No,1,No,No,No
HM4893,No,No,No,No,No,1,No,No,No
AI5084,No,No,No,No,No,1,No,No,No
DE4417,No,No,No,No,No,1,No,No,No
EO5909,No,No,No,No,No,1,No,No,No
UN6613,No,No,No,No,No,1,No,No,No
EG8827,No,No,No,No,No,1,No,No,No
IV5720,No,No,No,No,No,1,No,No,No
PV7088,No,No,No,No,No,1,No,No,No
XL3941,No,No,No,No,No,1,No,No,No
ZH8967,No,No,No,No,No,1,No,No,No
FK5291,No,No,No,No,No,1,No,No,No
UJ3359,No,No,No,No,No,1,No,No,No
VQ0979,No,No,No,No,No,1,No,No,No
WF4129,No,No,No,No,No,1,No,No,No
WP6181,No,No,No,No,No,1,No,No,No
CP1303,No,No,No,No,No,1,No,No,No
PE0379,No,No,No,No,No,1,No,No,No
FJ0236,No,No,No,No,No,1,No,No,No
VA9505,No,No,No,No,No,1,No,No,No
UV2908,No,No,No,No,No,1,No,No,No
GF3834,No,No,No,No,No,1,No,No,No
JA2968,No,No,No,No,No,1,No,No,No
WQ8049,No,No,No,No,No,1,No,No,No
YZ7269,No,No,No,No,No,1,No,No,No
SR2160,No,No,No,No,No,1,No,No,No
FK9563,No,No,No,No,No,1,No,No,No
JC1274,No,No,No,No,No,1,No,No,No
PU0430,No,No,No,No,No,1,No,No,No
KN9197,No,No,No,No,No,1,No,No,No
NA5935,No,No,No,No,No,1,No,No,No
PI6350,No,No,No,No,No,1,No,No,No
UV4178,No,No,No,No,No,1,No,No,No
ZI6718,No,No,No,No,No,1,No,No,No
CO8350,No,No,No,No,No,1,No,No,No
KG1707,No,No,No,No,No,1,No,No,No
WA4686,No,No,No,No,No,1,No,No,No
BE0462,No,No,No,No,No,1,No,No,No
UC6274,No,No,No,No,No,1,No,No,No
XL0205,No,No,No,No,No,1,No,No,No
BQ1775,No,No,No,No,No,1,No,No,No
DQ1049,No,No,No,No,No,1,No,No,No
EZ2335,No,No,No,No,No,1,No,No,No
GO1796,No,No,No,No,No,1,No,No,No
FJ0001,No,No,No,No,No,1,No,No,No
PZ5524,No,No,No,No,No,1,No,No,No
YT6820,No,No,No,No,No,1,No,No,No
OL8579,No,No,No,No,No,1,No,No,No
AD1830,No,No,No,No,No,1,No,No,No
MB5809,No,No,No,No,No,1,No,No,No
OG6051,No,No,No,No,No,1,No,No,No
QF9534,No,No,No,No,No,1,No,No,No
DE2641,No,No,No,No,No,1,No,No,No
ZM4837,No,No,No,No,No,1,No,No,No
JZ5057,No,No,No,No,No,1,No,No,No
MJ8261,No,No,No,No,No,1,No,No,No
VN7102,No,No,No,No,No,1,No,No,No
II7119,No,No,No,No,No,1,No,No,No
FR5096,No,No,No,No,No,1,No,No,No
OF8392,No,No,No,No,No,1,No,No,No
KB0198,No,No,No,No,No,1,No,No,No
PD5306,No,No,No,No,No,1,No,No,No
QR8612,No,No,No,No,No,1,No,No,No
HZ2481,No,No,No,No,No,1,No,No,No
FS9924,No,No,No,No,No,1,No,No,No
XM1124,No,No,No,No,No,1,No,No,No
EO8765,No,No,No,No,No,1,No,No,No
ZR9743,No,No,No,No,No,1,No,No,No
WM6462,No,No,No,No,No,1,No,No,No
SP2317,No,No,No,No,No,1,No,No,No
XJ8567,No,No,No,No,No,1,No,No,No
ET4919,No,No,No,No,No,1,No,No,No
JX8569,No,No,No,No,No,1,No,No,No
GA3308,No,No,No,No,No,1,No,No,No
NH2298,No,No,No,No,No,1,No,No,No
TJ3207,No,No,No,No,No,1,No,No,No
BB5247,No,No,No,No,No,1,No,No,No
LH0113,No,No,No,No,No,1,No,No,No
YZ4991,No,No,No,No,No,1,No,No,No
GK6635,No,No,No,No,No,1,No,No,No
NI3561,No,No,No,No,No,1,No,No,No
QZ5525,No,No,No,No,No,1,No,No,No
LM3018,No,No,No,No,No,1,No,No,No
OX3745,No,No,No,No,No,1,No,No,No
KH1935,No,No,No,No,No,1,No,No,No
LJ5580,No,No,No,No,No,1,No,No,No
LZ6905,No,No,No,No,No,1,No,No,No
UM9127,No,No,No,No,No,1,No,No,No
YN5330,No,No,No,No,No,1,No,No,No
MY3767,No,No,No,No,No,1,No,No,No
WW2034,No,No,No,No,No,1,No,No,No
II7748,No,No,No,No,No,1,No,No,No
AT9461,No,No,No,No,No,1,No,No,No
BL6607,No,No,No,No,No,1,No,No,No
DW7013,No,No,No,No,No,1,No,No,No
FB4327,No,No,No,No,No,1,No,No,No
FD7631,No,No,No,No,No,1,No,No,No
GZ4985,No,No,No,No,No,1,No,No,No
LV8927,No,No,No,No,No,1,No,No,No
MK4423,No,No,No,No,No,1,No,No,No
MN0132,No,No,No,No,No,1,No,No,No
MN5631,No,No,No,No,No,1,No,No,No
NA2062,No,No,No,No,No,1,No,No,No
NG8513,No,No,No,No,No,1,No,No,No
NO8497,No,No,No,No,No,1,No,No,No
PZ3917,No,No,No,No,No,1,No,No,No
TW0402,No,No,No,No,No,1,No,No,No
ZW4916,No,No,No,No,No,1,No,No,No
BK8013,No,No,No,No,No,1,No,No,No
BV5470,No,No,No,No,No,1,No,No,No
CA7112,No,No,No,No,No,1,No,No,No
CC0876,No,No,No,No,No,1,No,No,No
CW4830,No,No,No,No,No,1,No,No,No
EK5587,No,No,No,No,No,1,No,No,No
FW2869,No,No,No,No,No,1,No,No,No
HC0815,No,No,No,No,No,1,No,No,No
IM1413,No,No,No,No,No,1,No,No,No
IW1668,No,No,No,No,No,1,No,No,No
JJ9924,No,No,No,No,No,1,No,No,No
LS4249,No,No,No,No,No,1,No,No,No
MI9181,No,No,No,No,No,1,No,No,No
PL9199,No,No,No,No,No,1,No,No,No
PX2512,No,No,No,No,No,1,No,No,No
QW8450,No,No,No,No,No,1,No,No,No
RR0579,No,No,No,No,No,1,No,No,No
SA1131,No,No,No,No,No,1,No,No,No
SK1468,No,No,No,No,No,1,No,No,No
XB1438,No,No,No,No,No,1,No,No,No
FR1748,No,No,No,No,No,1,No,No,No
HG9985,No,No,No,No,No,1,No,No,No
HU3042,No,No,No,No,No,1,No,No,No
JH2332,No,No,No,No,No,1,No,No,No
JY4727,No,No,No,No,No,1,No,No,No
KD9912,No,No,No,No,No,1,No,No,No
KF4503,No,No,No,No,No,1,No,No,No
LG9266,No,No,No,No,No,1,No,No,No
PJ5868,No,No,No,No,No,1,No,No,No
PK9440,No,No,No,No,No,1,No,No,No
SC5608,No,No,No,No,No,1,No,No,No
VA0923,No,No,No,No,No,1,No,No,No
WE4185,No,No,No,No,No,1,No,No,No
WG1268,No,No,No,No,No,1,No,No,No
XU9768,No,No,No,No,No,1,No,No,No
YD9206,No,No,No,No,No,1,No,No,No
YM2780,No,No,No,No,No,1,No,No,No
YU0437,No,No,No,No,No,1,No,No,No
ZR4314,No,No,No,No,No,1,No,No,No
AY3064,No,No,No,No,No,1,No,No,No
DT7863,No,No,No,No,No,1,No,No,No
DV8120,No,No,No,No,No,1,No,No,No
EC4009,No,No,No,No,No,1,No,No,No
HE2688,No,No,No,No,No,1,No,No,No
JL9981,No,No,No,No,No,1,No,No,No
LN5091,No,No,No,No,No,1,No,No,No
LZ1952,No,No,No,No,No,1,No,No,No
MZ1794,No,No,No,No,No,1,No,No,No
NP5270,No,No,No,No,No,1,No,No,No
QJ9325,No,No,No,No,No,1,No,No,No
TK3444,No,No,No,No,No,1,No,No,No
VE7359,No,No,No,No,No,1,No,No,No
VE9699,No,No,No,No,No,1,No,No,No
BF9633,No,No,No,No,No,1,No,No,No
BG5356,No,No,No,No,No,1,No,No,No
CG1078,No,No,No,No,No,1,No,No,No
ED0702,No,No,No,No,No,1,No,No,No
EG7701,No,No,No,No,No,1,No,No,No
EO2222,No,No,No,No,No,1,No,No,No
EV5228,No,No,No,No,No,1,No,No,No
FG8365,No,No,No,No,No,1,No,No,No
IM6318,No,No,No,No,No,1,No,No,No
IQ1651,No,No,No,No,No,1,No,No,No
JZ8994,No,No,No,No,No,1,No,No,No
NY8719,No,No,No,No,No,1,No,No,No
QK3654,No,No,No,No,No,1,No,No,No
TD8593,No,No,No,No,No,1,No,No,No
TS6939,No,No,No,No,No,1,No,No,No
UN4663,No,No,No,No,No,1,No,No,No
VC4072,No,No,No,No,No,1,No,No,No
VO7084,No,No,No,No,No,1,No,No,No
ZZ5438,No,No,No,No,No,1,No,No,No
CP1226,No,No,No,No,No,1,No,No,No
CW3623,No,No,No,No,No,1,No,No,No
CY6626,No,No,No,No,No,1,No,No,No
GA6912,No,No,No,No,No,1,No,No,No
HK0829,No,No,No,No,No,1,No,No,No
HT5665,No,No,No,No,No,1,No,No,No
JW2232,No,No,No,No,No,1,No,No,No
LO2459,No,No,No,No,No,1,No,No,No
VE2295,No,No,No,No,No,1,No,No,No
VS6406,No,No,No,No,No,1,No,No,No
XM8409,No,No,No,No,No,1,No,No,No
ZR1999,No,No,No,No,No,1,No,No,No
EC5090,No,No,No,No,No,1,No,No,No
JH1616,No,No,No,No,No,1,No,No,No
JQ6521,No,No,No,No,No,1,No,No,No
KQ9160,No,No,No,No,No,1,No,No,No
LI9383,No,No,No,No,No,1,No,No,No
MH0114,No,No,No,No,No,1,No,No,No
MN9694,No,No,No,No,No,1,No,No,No
NN0148,No,No,No,No,No,1,No,No,No
PW6082,No,No,No,No,No,1,No,No,No
RI9673,No,No,No,No,No,1,No,No,No
TJ2080,No,No,No,No,No,1,No,No,No
TL8919,No,No,No,No,No,1,No,No,No
UA3075,No,No,No,No,No,1,No,No,No
WP0649,No,No,No,No,No,1,No,No,No
WX6006,No,No,No,No,No,1,No,No,No
YW0392,No,No,No,No,No,1,No,No,No
ZC7127,No,No,No,No,No,1,No,No,No
AS5144,No,No,No,No,No,1,No,No,No
CE8711,No,No,No,No,No,1,No,No,No
CK5401,No,No,No,No,No,1,No,No,No
FZ7734,No,No,No,No,No,1,No,No,No
LF5492,No,No,No,No,No,1,No,No,No
NP6586,No,No,No,No,No,1,No,No,No
OB5896,No,No,No,No,No,1,No,No,No
PB7918,No,No,No,No,No,1,No,No,No
PR6481,No,No,No,No,No,1,No,No,No
QR7676,No,No,No,No,No,1,No,No,No
RY2111,No,No,No,No,No,1,No,No,No
UW8592,No,No,No,No,No,1,No,No,No
YQ2858,No,No,No,No,No,1,No,No,No
AI5603,No,No,No,No,No,1,No,No,No
FK8611,No,No,No,No,No,1,No,No,No
MW0990,No,No,No,No,No,1,No,No,No
OR7995,No,No,No,No,No,1,No,No,No
VB0461,No,No,No,No,No,1,No,No,No
WG7394,No,No,No,No,No,1,No,No,No
FI9362,No,No,No,No,No,1,No,No,No
QM9050,No,No,No,No,No,1,No,No,No
TB2590,No,No,No,No,No,1,No,No,No
YZ8986,No,No,No,No,No,1,No,No,No
BM2726,No,No,No,No,No,1,No,No,No
NX7443,No,No,No,No,No,1,No,No,No
PH6933,No,No,No,No,No,1,No,No,No
BW8561,No,No,No,No,No,1,No,No,No
RN0908,No,No,No,No,No,1,No,No,No
WJ1641,No,No,No,No,No,1,No,No,No
AB5411,No,No,No,No,No,1,No,No,No
TN1801,No,No,No,No,No,1,No,No,No
UF5413,No,No,No,No,No,1,No,No,No
PS2262,No,No,No,No,No,1,No,No,No
RJ5648,No,No,No,No,No,1,No,No,No
FM8354,No,No,No,No,No,1,No,No,No
GA0664,No,No,No,No,No,1,No,No,No
II6641,No,No,No,No,No,1,No,No,No
UA0631,No,No,No,No,No,1,No,No,No
GF5507,No,No,No,No,No,1,No,No,No
DS5542,No,No,No,No,No,1,No,No,No
MM8687,No,No,No,No,No,1,No,No,No
VX5480,No,No,No,No,No,1,No,No,No
KP6524,No,No,No,No,No,1,No,No,No
KK9258,No,No,No,No,No,1,No,No,No
CZ0176,No,No,No,No,No,1,No,No,Yes
LD8258,No,No,No,No,No,1,No,No,Yes
UM0361,No,No,No,No,No,1,No,No,Yes
YF7765,No,Yes,No,No,No,1,No,No,Yes
YU5743,Yes,No,No,No,No,1,No,No,Yes
AC9264,No,No,No,No,No,1,No,No,Yes
PE4971,Yes,No,No,No,No,1,Yes,No,Yes
OH1885,Yes,No,No,No,No,0,No,No,Yes
NI1985,No,No,No,No,No,0,No,No,Yes
GV7179,No,No,No,No,No,0,No,No,Yes
QF7715,No,No,No,No,No,0,No,No,No
XW3236,No,No,No,No,No,0,No,No,No
TV5774,No,No,No,No,No,1,No,No,No
DF3051,No,No,No,No,No,1,No,No,No
AQ7375,No,No,No,No,No,1,No,No,No
DI0584,No,No,No,No,No,1,No,No,No
LV9409,No,No,No,No,No,1,No,No,No
GB1637,No,No,No,No,No,1,No,No,No
IA8488,No,No,No,No,No,1,No,No,No
PL2766,No,No,No,No,No,1,No,No,No
GK0285,No,No,No,No,No,1,No,No,No
RO1185,No,No,No,No,No,1,No,No,No
ZD6323,No,No,No,No,No,1,No,No,No
NK5598,No,No,No,No,No,1,No,No,No
UB1842,No,No,No,No,No,1,No,No,No
YE0644,No,No,No,No,No,1,No,No,No
GM9712,No,No,No,No,No,1,No,No,No
RY1405,No,No,No,No,No,1,No,No,No
BZ0371,No,No,No,No,No,1,No,No,Yes
SB2891,No,No,No,No,No,1,No,No,Yes
TR9199,No,No,No,No,No,1,No,Yes,Yes
UO6766,No,No,No,No,No,1,No,No,No
EY7104,No,No,No,No,No,2,No,No,No
DS5781,No,No,No,No,No,2,No,No,Yes
DI5764,No,No,No,No,No,2,No,No,No
NH2356,No,No,No,No,No,2,No,No,Yes
VR9665,No,No,No,No,No,2,No,No,No
CM4840,No,No,No,No,No,2,No,Yes,Yes
JD3544,No,No,No,No,No,0,No,Yes,No
BD0836,No,No,No,No,No,1,No,Yes,No
DO7110,Yes,No,No,No,No,1,No,Yes,No
EG6915,Yes,No,No,No,No,0,No,Yes,No
ZF3161,No,No,No,No,No,1,No,Yes,No
EN0557,Yes,No,No,No,No,0,No,Yes,No
HD2370,Yes,No,No,No,No,0,No,Yes,No
PE7694,Yes,No,No,No,No,1,No,Yes,No
HD9398,Yes,No,No,No,No,1,No,Yes,No
MU2075,Yes,No,No,No,No,2,No,Yes,No
AD1655,No,No,No,No,No,2,No,Yes,Yes
KV6482,No,No,No,No,No,1,No,Yes,No
GK3652,No,No,No,No,No,0,No,Yes,No
ZU6216,No,No,No,No,No,1,No,Yes,No
VY1861,No,No,No,No,No,0,No,Yes,No
WM5497,No,No,No,No,No,1,No,Yes,No
NR6378,No,No,No,No,No,1,No,Yes,No
AR9854,No,No,No,No,No,1,No,Yes,No
MH3022,No,No,No,No,No,0,No,Yes,No
UK2500,No,No,No,No,No,0,No,Yes,No
ML4419,No,No,No,No,No,0,No,Yes,No
OW3589,Yes,No,No,No,No,0,No,Yes,No
IK3500,No,No,No,No,No,0,No,Yes,No
UW4773,No,No,No,No,No,0,No,Yes,No
UN2550,No,No,No,No,No,1,No,Yes,No
FY5241,No,No,No,No,No,1,No,Yes,No
OW9508,No,No,No,No,No,1,No,Yes,No
LN5493,No,No,No,No,No,2,No,Yes,No
SE3857,No,No,No,No,No,2,No,Yes,No
XW5205,No,No,No,No,No,1,No,Yes,No
IP2842,No,No,No,No,No,1,No,Yes,No
PB8332,Yes,No,No,No,No,0,No,Yes,Yes
KB4182,No,No,No,No,No,0,No,Yes,Yes
MT0324,No,No,No,No,No,1,No,Yes,Yes
VE4152,No,No,No,No,No,1,No,Yes,Yes
UX4491,Yes,No,No,No,No,0,No,Yes,Yes
UZ5014,No,No,No,No,No,1,No,Yes,No
WL8932,No,No,No,No,No,1,No,Yes,No
FM0244,No,No,No,No,No,1,No,Yes,No
IU5351,No,No,No,No,No,1,No,Yes,No
DJ2323,No,No,No,No,No,1,No,Yes,No
DK7501,No,No,No,No,No,0,No,Yes,Yes
HW5954,No,No,No,No,No,0,No,Yes,Yes
DD2642,No,No,No,No,No,0,Yes,Yes,No
CA5517,No,No,No,No,No,2,No,Yes,No
RL2254,No,No,No,No,No,0,No,Yes,No
FJ4910,No,No,No,No,No,0,No,Yes,Yes
DG7945,Yes,No,No,No,No,0,No,Yes,No
SQ2743,No,No,No,No,No,1,No,Yes,No
QQ7794,No,No,No,No,No,0,No,Yes,No
HM0069,No,No,No,No,No,1,No,Yes,No
PJ6983,No,No,No,No,No,1,No,Yes,No
IJ8936,No,No,No,No,No,0,No,Yes,No
WU3445,No,No,No,No,No,0,No,Yes,No
XS2376,No,No,No,No,No,0,No,Yes,No
RU5284,No,No,No,No,No,0,No,Yes,No
UW8658,No,No,No,No,No,0,No,Yes,No
IS5152,No,No,No,No,No,0,No,Yes,No
ZG5647,No,No,No,No,No,1,No,Yes,Yes
KQ0184,No,No,No,No,No,1,No,Yes,Yes
YX7498,No,No,No,No,No,0,No,Yes,Yes
XG9444,Yes,No,No,No,No,1,No,Yes,No
LG4562,Yes,No,No,No,No,1,No,Yes,No
HA2201,No,No,No,No,No,1,No,Yes,Yes
PW0315,Yes,No,No,No,No,0,No,Yes,No
JA4375,No,No,No,No,No,1,No,Yes,No
VW3667,No,No,No,No,No,1,No,Yes,No
KN6013,No,No,No,No,No,1,No,Yes,No
XJ9581,No,No,No,No,No,1,No,Yes,No
UH9492,No,No,No,No,No,1,No,Yes,Yes
ZU8960,No,No,No,No,No,1,No,Yes,Yes
AC5375,No,No,No,No,No,1,No,Yes,Yes
WW5116,No,No,No,No,No,1,No,Yes,Yes
GJ5296,No,No,No,No,No,1,No,Yes,Yes
MJ6183,No,No,No,No,No,1,No,Yes,Yes
CN7462,No,No,No,No,No,1,No,Yes,Yes
CN2365,No,No,No,No,No,1,No,Yes,Yes
GJ6045,No,No,No,No,No,1,No,Yes,Yes
RI4732,No,No,No,No,No,1,No,Yes,No
VN6415,No,No,No,No,No,1,No,Yes,No
UG8356,No,No,No,No,No,1,No,Yes,No
MN7751,No,No,No,No,No,1,No,Yes,No
WP6375,No,No,No,No,No,1,No,Yes,No
PG2041,No,No,No,No,No,1,No,Yes,No
QJ1501,No,No,No,No,No,1,No,Yes,No
IZ8503,No,No,No,No,No,1,No,Yes,No
FA0505,No,No,No,No,No,1,No,Yes,No
UI6899,No,No,No,No,No,1,No,Yes,No
VA7521,No,No,No,No,No,1,No,Yes,No
GB5177,No,No,No,No,No,1,No,Yes,No
HJ3184,No,No,No,No,No,1,No,Yes,No
RK1737,No,No,No,No,No,1,No,Yes,No
BC0685,No,No,No,No,No,1,No,Yes,No
PJ3725,No,No,No,No,No,1,No,Yes,No
VB5657,No,No,No,No,No,1,No,Yes,No
AV8762,No,No,No,No,No,1,No,Yes,No
PD2966,No,No,No,No,No,1,No,Yes,No
KD3169,No,No,No,No,No,1,No,Yes,No
KX2703,No,No,No,No,No,1,No,Yes,No
BY4811,No,No,No,No,No,1,No,Yes,No
NN2819,No,No,No,No,No,1,No,Yes,No
QB0440,No,No,No,No,No,1,No,Yes,No
IW6257,No,No,No,No,No,1,No,Yes,No
OE4158,No,No,No,No,No,1,No,Yes,No
VN9330,No,No,No,No,No,1,No,Yes,No
HF3518,No,No,No,No,No,1,No,Yes,No
DX2012,No,No,No,No,No,1,No,Yes,No
IV5175,No,No,No,No,No,1,No,Yes,No
NA0616,No,No,No,No,No,1,No,Yes,No
IB8803,No,No,No,No,No,1,No,Yes,No
LK1046,No,No,No,No,No,1,No,Yes,No
EB4367,No,No,No,No,No,1,No,Yes,No
UJ3414,No,No,No,No,No,1,No,Yes,No
KV0583,No,No,No,No,No,1,No,Yes,No
RU8253,No,No,No,No,No,1,No,Yes,No
AN2156,No,No,No,No,No,1,No,Yes,No
CP1382,No,No,No,No,No,1,No,Yes,No
DV5178,No,No,No,No,No,1,No,Yes,No
KY9194,No,No,No,No,No,1,No,Yes,No
NT2304,No,No,No,No,No,1,No,Yes,No
TV3552,No,No,No,No,No,1,No,Yes,No
UK8137,No,No,No,No,No,1,No,Yes,No
CL1066,No,No,No,No,No,1,No,Yes,No
NY4547,No,No,No,No,No,1,No,Yes,No
EQ0040,No,No,No,No,No,1,No,Yes,No
HI1755,No,No,No,No,No,1,No,Yes,No
IJ0772,No,No,No,No,No,1,No,Yes,No
KH0692,No,No,No,No,No,1,No,Yes,No
LV5275,No,No,No,No,No,1,No,Yes,No
MW1043,No,No,No,No,No,1,No,Yes,No
QJ3739,No,No,No,No,No,1,No,Yes,No
SG4485,No,No,No,No,No,1,No,Yes,No
AY0220,No,No,No,No,No,1,No,Yes,No
DI3483,No,No,No,No,No,1,No,Yes,No
